county,date,product,marketshare,sales,population
Klamath,8/1/2020,Other,7.08,96067.29,69822
Klamath,8/1/2020,Usable MJ,57.54,591905.09,69822
Klamath,8/1/2021,Concentrate/Extract,31.82,415455.5,69822
Klamath,8/1/2021,Edible/Tincture,7.87,105113.26,69822
Klamath,8/1/2021,Industrial Hemp Commodity/Product,0.44,5950.35,69822
Klamath,8/1/2021,Inhalable Product with Non-Cannabis Additives,4.29,57907.32,69822
Klamath,8/1/2021,Other,4.24,57072.82,69822
Klamath,8/1/2021,Usable MJ,51.33,502840.57,69822
Klamath,9/1/2018,Concentrate/Extract,22.69,4041.45,69822
Klamath,9/1/2018,Edible/Tincture,3.06,1011.96,69822
Klamath,9/1/2018,Other,2.67,883.91,69822
Klamath,9/1/2018,Usable MJ,71.57,23673.33,69822
Klamath,9/1/2019,Concentrate/Extract,27.34,207813.43,69822
Klamath,9/1/2019,Edible/Tincture,5.99,47975.8,69822
Klamath,9/1/2019,Industrial Hemp Commodity/Product,0.72,5979.91,69822
Klamath,9/1/2019,Other,9.67,71445.58,69822
Klamath,9/1/2019,Usable MJ,56.28,377779.92,69822
Klamath,9/1/2020,Concentrate/Extract,28.44,363353.12,69822
Klamath,9/1/2020,Edible/Tincture,6.45,82990.37,69822
Klamath,9/1/2020,Industrial Hemp Commodity/Product,0.56,7089.25,69822
Klamath,9/1/2020,Other,7.55,99071.25,69822
Klamath,9/1/2020,Usable MJ,57,561005.53,69822
Klamath,9/1/2021,Concentrate/Extract,32.1,397330.41,69822
Klamath,9/1/2021,Edible/Tincture,8.42,105903.09,69822
Klamath,9/1/2021,Industrial Hemp Commodity/Product,0.51,6648.67,69822
Klamath,9/1/2021,Inhalable Product with Non-Cannabis Additives,3.74,48230.85,69822
Klamath,9/1/2021,Other,5.11,65171.07,69822
Klamath,9/1/2021,Usable MJ,50.12,462671.18,69822
Lake,10/1/2018,Concentrate/Extract,25.75,19504.48,8177
Lake,10/1/2018,Edible/Tincture,7.08,5723.48,8177
Lake,10/1/2018,Industrial Hemp Commodity/Product,0.71,647.32,8177
Lake,10/1/2018,Other,12.44,10942.35,8177
Lake,10/1/2018,Usable MJ,54.01,47864.45,8177
Lake,10/1/2019,Concentrate/Extract,23.6,23663.83,8177
Lake,10/1/2019,Edible/Tincture,7.01,7366.78,8177
Lake,10/1/2019,Industrial Hemp Commodity/Product,0.55,582.09,8177
Lake,10/1/2019,Other,8.98,9324.64,8177
Lake,10/1/2019,Usable MJ,59.87,54847.66,8177
Lake,10/1/2020,Concentrate/Extract,34.3,40982.71,8177
Lake,10/1/2020,Edible/Tincture,7.25,8795.29,8177
Lake,10/1/2020,Industrial Hemp Commodity/Product,0.57,730.7,8177
Lake,10/1/2020,Other,3.76,4508.33,8177
Lake,10/1/2020,Usable MJ,54.11,51373,8177
Lake,10/1/2021,Concentrate/Extract,33.8,43655.45,8177
Lake,10/1/2021,Edible/Tincture,9.26,12273.53,8177
Lake,10/1/2021,Industrial Hemp Commodity/Product,0.51,716.48,8177
Lake,10/1/2021,Inhalable Product with Non-Cannabis Additives,1.05,1161.99,8177
Lake,10/1/2021,Other,3.31,4047.65,8177
Lake,10/1/2021,Usable MJ,52.06,55152.65,8177
Lake,11/1/2018,Concentrate/Extract,28.05,20031.77,8177
Lake,11/1/2018,Edible/Tincture,6.68,5247.12,8177
Lake,11/1/2018,Industrial Hemp Commodity/Product,1.26,999.08,8177
Lake,11/1/2018,Other,11.4,9315.18,8177
Lake,11/1/2018,Usable MJ,52.61,43387.3,8177
Lake,11/1/2019,Concentrate/Extract,25.81,22144.85,8177
Lake,11/1/2019,Edible/Tincture,7.26,6263.32,8177
Lake,11/1/2019,Industrial Hemp Commodity/Product,0.78,714.51,8177
Lake,11/1/2019,Other,7.2,6291.46,8177
Lake,11/1/2019,Usable MJ,58.95,42399.09,8177
Lake,11/1/2020,Concentrate/Extract,34.06,33669.86,8177
Lake,11/1/2020,Edible/Tincture,8.47,8488.14,8177
Lake,11/1/2020,Industrial Hemp Commodity/Product,0.21,224.75,8177
Lake,11/1/2020,Other,4.02,4020.58,8177
Lake,11/1/2020,Usable MJ,53.23,42205.93,8177
Lake,11/1/2021,Concentrate/Extract,36.93,39048.5,8177
Lake,11/1/2021,Edible/Tincture,10.36,11384.24,8177
Lake,11/1/2021,Industrial Hemp Commodity/Product,0.36,414.27,8177
Lake,11/1/2021,Inhalable Product with Non-Cannabis Additives,2.01,2145.47,8177
Lake,11/1/2021,Other,2.31,1910.41,8177
Lake,11/1/2021,Usable MJ,48.03,39395.02,8177
Lake,1/1/2019,Concentrate/Extract,24.17,16090.82,8177
Lake,1/1/2019,Edible/Tincture,6.63,4944.33,8177
Lake,1/1/2019,Industrial Hemp Commodity/Product,1.28,1030.14,8177
Lake,1/1/2019,Other,10.76,8039.96,8177
Lake,1/1/2019,Usable MJ,57.16,43931.71,8177
Lake,1/1/2020,Concentrate/Extract,26.89,19815.44,8177
Lake,1/1/2020,Edible/Tincture,6.88,5423.38,8177
Lake,1/1/2020,Industrial Hemp Commodity/Product,1.22,970.45,8177
Lake,1/1/2020,Other,5.77,4439.34,8177
Lake,1/1/2020,Usable MJ,59.23,38488.64,8177
Lake,1/1/2021,Concentrate/Extract,35.85,39266.24,8177
Lake,1/1/2021,Edible/Tincture,8.73,9890.81,8177
Lake,1/1/2021,Industrial Hemp Commodity/Product,0.42,520.06,8177
Lake,1/1/2021,Other,5.67,4198.67,8177
Lake,1/1/2021,Usable MJ,49.33,46651.89,8177
Lake,1/1/2022,Concentrate/Extract,32.18,34135.91,8177
Lake,1/1/2022,Edible/Tincture,12.05,13337.7,8177
Lake,1/1/2022,Industrial Hemp Commodity/Product,1,1155.26,8177
Lake,1/1/2022,Inhalable Product with Non-Cannabis Additives,1.58,1784.88,8177
Lake,1/1/2022,Other,2.92,2620.08,8177
Lake,1/1/2022,Usable MJ,50.27,42631.88,8177
Lake,12/1/2018,Concentrate/Extract,23.79,17290.95,8177
Lake,12/1/2018,Edible/Tincture,7.16,5443.23,8177
Lake,12/1/2018,Industrial Hemp Commodity/Product,1.44,1004.75,8177
Lake,12/1/2018,Other,12.85,9993.85,8177
Lake,12/1/2018,Usable MJ,54.76,43307.12,8177
Lake,12/1/2019,Concentrate/Extract,28.25,22452.73,8177
Lake,12/1/2019,Edible/Tincture,7.29,5997.15,8177
Lake,12/1/2019,Industrial Hemp Commodity/Product,0.54,467.08,8177
Lake,12/1/2019,Other,6.92,5748.45,8177
Lake,12/1/2019,Usable MJ,57,37966.6,8177
Lake,12/1/2020,Concentrate/Extract,33.86,35511.25,8177
Lake,12/1/2020,Edible/Tincture,9.65,10839.68,8177
Lake,12/1/2020,Industrial Hemp Commodity/Product,0.84,924.4,8177
Lake,12/1/2020,Other,7.06,6185.49,8177
Lake,12/1/2020,Usable MJ,48.59,42537.98,8177
Lake,12/1/2021,Concentrate/Extract,34.98,35705,8177
Lake,12/1/2021,Edible/Tincture,13.9,15082.03,8177
Lake,12/1/2021,Industrial Hemp Commodity/Product,0.38,397.99,8177
Lake,12/1/2021,Inhalable Product with Non-Cannabis Additives,1.88,2024.57,8177
Lake,12/1/2021,Other,3.37,2232.21,8177
Lake,12/1/2021,Usable MJ,45.5,35542.3,8177
Lake,2/1/2019,Concentrate/Extract,27.42,19974.01,8177
Lake,2/1/2019,Edible/Tincture,5.66,4334.49,8177
Lake,2/1/2019,Industrial Hemp Commodity/Product,1.16,936.25,8177
Lake,2/1/2019,Other,12.69,9947.59,8177
Lake,2/1/2019,Usable MJ,53.06,40999.4,8177
Lake,2/1/2020,Concentrate/Extract,28.81,21794.82,8177
Lake,2/1/2020,Edible/Tincture,6.32,4887.05,8177
Lake,2/1/2020,Industrial Hemp Commodity/Product,0.35,291.95,8177
Lake,2/1/2020,Other,6.68,4975.75,8177
Lake,2/1/2020,Usable MJ,57.84,38778.51,8177
Lake,2/1/2021,Concentrate/Extract,33.82,36202.44,8177
Lake,2/1/2021,Edible/Tincture,10.42,11636.84,8177
Lake,2/1/2021,Industrial Hemp Commodity/Product,0.39,393.2,8177
Lake,2/1/2021,Other,7.52,4996.43,8177
Lake,2/1/2021,Usable MJ,47.86,42491.46,8177
Lake,2/1/2022,Concentrate/Extract,35.76,34721.25,8177
Lake,2/1/2022,Edible/Tincture,11.24,11609.39,8177
Lake,2/1/2022,Industrial Hemp Commodity/Product,1.1,1102.16,8177
Lake,2/1/2022,Inhalable Product with Non-Cannabis Additives,0.87,789.28,8177
Lake,2/1/2022,Other,2.59,2283.63,8177
Lake,2/1/2022,Usable MJ,48.44,37211.45,8177
Lake,3/1/2019,Concentrate/Extract,26.52,24652.13,8177
Lake,3/1/2019,Edible/Tincture,6.14,5799.32,8177
Lake,3/1/2019,Industrial Hemp Commodity/Product,1.52,1457.77,8177
Lake,3/1/2019,Other,11.97,11395.11,8177
Lake,3/1/2019,Usable MJ,53.85,52030.58,8177
Lake,3/1/2020,Concentrate/Extract,29.41,28044.21,8177
Lake,3/1/2020,Edible/Tincture,7.41,6889.67,8177
Lake,3/1/2020,Industrial Hemp Commodity/Product,0.59,538.25,8177
Lake,3/1/2020,Other,4.21,4168.4,8177
Lake,3/1/2020,Usable MJ,58.37,47568.79,8177
Lake,3/1/2021,Concentrate/Extract,30.58,41201.59,8177
Lake,3/1/2021,Edible/Tincture,9.18,12432.52,8177
Lake,3/1/2021,Industrial Hemp Commodity/Product,0.97,1418.62,8177
Lake,3/1/2021,Other,9.77,8849.7,8177
Lake,3/1/2021,Usable MJ,49.51,56060.46,8177
Lake,3/1/2022,Concentrate/Extract,33.52,36639.84,8177
Lake,3/1/2022,Edible/Tincture,13.04,14061.33,8177
Lake,3/1/2022,Industrial Hemp Commodity/Product,1.26,1485.63,8177
Lake,3/1/2022,Inhalable Product with Non-Cannabis Additives,2.21,2470.87,8177
Lake,3/1/2022,Other,2.79,2760.46,8177
Lake,3/1/2022,Usable MJ,47.19,40674.09,8177
Lake,4/1/2019,Concentrate/Extract,26.73,22281.53,8177
Lake,4/1/2019,Edible/Tincture,5.43,4499.25,8177
Lake,4/1/2019,Industrial Hemp Commodity/Product,0.9,695.5,8177
Lake,4/1/2019,Other,10.35,8683.12,8177
Lake,4/1/2019,Usable MJ,56.59,45485.47,8177
Lake,4/1/2020,Concentrate/Extract,27.35,32238.79,8177
Lake,4/1/2020,Edible/Tincture,6.03,6928.22,8177
Lake,4/1/2020,Industrial Hemp Commodity/Product,0.34,394.5,8177
Lake,4/1/2020,Other,4.64,5310.11,8177
Lake,4/1/2020,Usable MJ,61.64,59094.59,8177
Lake,4/1/2021,Concentrate/Extract,33.4,50348.54,8177
Lake,4/1/2021,Edible/Tincture,7.73,11602.97,8177
Lake,4/1/2021,Industrial Hemp Commodity/Product,0.54,885.53,8177
Lake,4/1/2021,Inhalable Product with Non-Cannabis Additives,0.07,107.66,8177
Lake,4/1/2021,Other,11.94,13416.15,8177
Lake,4/1/2021,Usable MJ,46.32,58000.9,8177
Lake,4/1/2022,Concentrate/Extract,33.67,39278.21,8177
Lake,4/1/2022,Edible/Tincture,13.81,16667.37,8177
Lake,4/1/2022,Industrial Hemp Commodity/Product,1.01,1291.59,8177
Lake,4/1/2022,Inhalable Product with Non-Cannabis Additives,1.78,2188.62,8177
Lake,4/1/2022,Other,4.09,4851.62,8177
Lake,4/1/2022,Usable MJ,45.63,43405.97,8177
Lake,5/1/2018,Concentrate/Extract,39.41,794.09,8177
Lake,5/1/2018,Edible/Tincture,3.96,75.66,8177
Lake,5/1/2018,Usable MJ,56.63,1236.25,8177
Lake,5/1/2019,Concentrate/Extract,23.66,23501.81,8177
Lake,5/1/2019,Edible/Tincture,5.62,5617.35,8177
Lake,5/1/2019,Industrial Hemp Commodity/Product,1.3,1298.75,8177
Lake,5/1/2019,Other,13.57,13500.52,8177
Lake,5/1/2019,Usable MJ,55.85,51886.8,8177
Lake,5/1/2020,Concentrate/Extract,29.1,38153.96,8177
Lake,5/1/2020,Edible/Tincture,6.8,8843.88,8177
Lake,5/1/2020,Industrial Hemp Commodity/Product,0.51,693,8177
Lake,5/1/2020,Other,4.99,6597.61,8177
Lake,5/1/2020,Usable MJ,58.59,63054.68,8177
Lake,5/1/2021,Concentrate/Extract,32.32,47442.1,8177
Lake,5/1/2021,Edible/Tincture,8.36,12662.99,8177
Lake,5/1/2021,Industrial Hemp Commodity/Product,0.49,766.62,8177
Lake,5/1/2021,Inhalable Product with Non-Cannabis Additives,0.44,665.3,8177
Lake,5/1/2021,Other,6.93,8274.68,8177
Lake,5/1/2021,Usable MJ,51.46,59769.51,8177
Lake,6/1/2018,Concentrate/Extract,32.33,11793.56,8177
Lake,6/1/2018,Edible/Tincture,9.15,3512.45,8177
Lake,6/1/2018,Other,3.36,1365.49,8177
Lake,6/1/2018,Usable MJ,55.17,22004.63,8177
Lake,6/1/2019,Concentrate/Extract,23.56,24121.47,8177
Lake,6/1/2019,Edible/Tincture,5.97,6505.44,8177
Lake,6/1/2019,Industrial Hemp Commodity/Product,1.24,1365.6,8177
Lake,6/1/2019,Other,13.4,14012.22,8177
Lake,6/1/2019,Usable MJ,55.82,50964.68,8177
Lake,6/1/2020,Concentrate/Extract,29.85,39570.62,8177
Lake,6/1/2020,Edible/Tincture,7.66,10230.11,8177
Lake,6/1/2020,Industrial Hemp Commodity/Product,0.61,837.98,8177
Lake,6/1/2020,Other,2.97,4032.94,8177
Lake,6/1/2020,Usable MJ,58.91,61787.35,8177
Lake,6/1/2021,Concentrate/Extract,32.36,45435.1,8177
Lake,6/1/2021,Edible/Tincture,8.56,12070.82,8177
Lake,6/1/2021,Industrial Hemp Commodity/Product,0.47,704.55,8177
Lake,6/1/2021,Inhalable Product with Non-Cannabis Additives,1.52,2198.66,8177
Lake,6/1/2021,Other,5.92,6533.53,8177
Lake,6/1/2021,Usable MJ,51.16,55480.65,8177
Lake,7/1/2018,Concentrate/Extract,25.21,14798.57,8177
Lake,7/1/2018,Edible/Tincture,9.8,6075.31,8177
Lake,7/1/2018,Industrial Hemp Commodity/Product,1.02,708.4,8177
Lake,7/1/2018,Other,10.52,6452.37,8177
Lake,7/1/2018,Usable MJ,53.44,36311.69,8177
Lake,7/1/2019,Concentrate/Extract,23.73,25756.71,8177
Lake,7/1/2019,Edible/Tincture,5.63,6358.89,8177
Lake,7/1/2019,Industrial Hemp Commodity/Product,0.6,704.14,8177
Lake,7/1/2019,Other,12.04,13466.28,8177
Lake,7/1/2019,Usable MJ,57.99,55305.52,8177
Lake,7/1/2020,Concentrate/Extract,28.53,37947.51,8177
Lake,7/1/2020,Edible/Tincture,6.75,8816.27,8177
Lake,7/1/2020,Industrial Hemp Commodity/Product,0.68,922.63,8177
Lake,7/1/2020,Other,5.78,7751.87,8177
Lake,7/1/2020,Usable MJ,58.27,62116.45,8177
Lake,7/1/2021,Concentrate/Extract,32.49,46047.55,8177
Lake,7/1/2021,Edible/Tincture,8.75,12839.63,8177
Lake,7/1/2021,Industrial Hemp Commodity/Product,0.47,663.98,8177
Lake,7/1/2021,Inhalable Product with Non-Cannabis Additives,0.19,298.89,8177
Lake,7/1/2021,Other,6.1,7260.68,8177
Lake,7/1/2021,Usable MJ,52,59824.29,8177
Lake,8/1/2018,Concentrate/Extract,25.2,19453.64,8177
Lake,8/1/2018,Edible/Tincture,7.79,6477.4,8177
Lake,8/1/2018,Industrial Hemp Commodity/Product,1.24,1133.78,8177
Lake,8/1/2018,Other,9.71,7900.05,8177
Lake,8/1/2018,Usable MJ,56.06,49363.72,8177
Lake,8/1/2019,Concentrate/Extract,22.36,29079.58,8177
Lake,8/1/2019,Edible/Tincture,5.86,7932.19,8177
Lake,8/1/2019,Industrial Hemp Commodity/Product,0.52,740.6,8177
Lake,8/1/2019,Other,12.57,17209.94,8177
Lake,8/1/2019,Usable MJ,58.69,70068.13,8177
Lake,8/1/2020,Concentrate/Extract,27.56,35401.89,8177
Lake,8/1/2020,Edible/Tincture,8.08,10645.28,8177
Lake,8/1/2020,Industrial Hemp Commodity/Product,0.31,421.6,8177
Lake,8/1/2020,Other,6.55,8616.01,8177
Lake,8/1/2020,Usable MJ,57.5,57346.53,8177
Lake,8/1/2021,Concentrate/Extract,31.47,42419.78,8177
Lake,8/1/2021,Edible/Tincture,9.51,13203.97,8177
Lake,8/1/2021,Industrial Hemp Commodity/Product,0.69,1027.65,8177
Lake,8/1/2021,Inhalable Product with Non-Cannabis Additives,0.59,704.29,8177
Lake,8/1/2021,Other,5.65,6709.82,8177
Lake,8/1/2021,Usable MJ,52.09,55671.15,8177
Lake,9/1/2018,Concentrate/Extract,29.71,24225.7,8177
Lake,9/1/2018,Edible/Tincture,7.47,6346.34,8177
Lake,9/1/2018,Industrial Hemp Commodity/Product,1.56,1478.89,8177
Lake,9/1/2018,Other,8.66,7888.68,8177
Lake,9/1/2018,Usable MJ,52.6,49035.66,8177
Lake,9/1/2019,Concentrate/Extract,22.09,27063.12,8177
Lake,9/1/2019,Edible/Tincture,6.77,8600.95,8177
Lake,9/1/2019,Industrial Hemp Commodity/Product,0.71,940.23,8177
Lake,9/1/2019,Other,11.24,14311.97,8177
Lake,9/1/2019,Usable MJ,59.19,67445.66,8177
Lake,9/1/2020,Concentrate/Extract,31.36,40926.62,8177
Lake,9/1/2020,Edible/Tincture,7.61,9809.25,8177
Lake,9/1/2020,Industrial Hemp Commodity/Product,0.55,702.37,8177
Lake,9/1/2020,Other,4.13,5476.45,8177
Lake,9/1/2020,Usable MJ,56.36,58703.71,8177
Lake,9/1/2021,Concentrate/Extract,31.7,42965.67,8177
Lake,9/1/2021,Edible/Tincture,9.25,12806.67,8177
Lake,9/1/2021,Industrial Hemp Commodity/Product,0.64,925.18,8177
Lake,9/1/2021,Inhalable Product with Non-Cannabis Additives,1.43,1820.16,8177
Lake,9/1/2021,Other,4.58,5253.62,8177
Lake,9/1/2021,Usable MJ,52.4,54898.38,8177
Lane,10/1/2016,Concentrate/Extract,23,9483.99,382647
Lane,10/1/2016,Edible/Tincture,13.24,6203.84,382647
Lane,10/1/2016,Other,1.41,701.81,382647
Lane,10/1/2016,Usable MJ,62.35,30798.61,382647
Lane,10/1/2017,Concentrate/Extract,26.44,863444.76,382647
Lane,10/1/2017,Edible/Tincture,8.61,327662.04,382647
Lane,10/1/2017,Other,1.76,61193.85,382647
Lane,10/1/2017,Usable MJ,63.19,2559054.87,382647
Lane,10/1/2018,Concentrate/Extract,27.34,1199474.38,382647
Lane,10/1/2018,Edible/Tincture,9.74,465647.8,382647
Lane,10/1/2018,Industrial Hemp,0.01,535.77,382647
Lane,10/1/2018,Industrial Hemp Commodity/Product,1.11,55964.69,382647
Lane,10/1/2018,Other,8.18,390411.97,382647
Lane,10/1/2018,Usable MJ,53.62,2669448.2,382647
Lane,10/1/2019,Concentrate/Extract,25.13,1440475.13,382647
Lane,10/1/2019,Edible/Tincture,9.37,564848.92,382647
Lane,10/1/2019,Industrial Hemp Commodity/Product,1.53,96374.94,382647
Lane,10/1/2019,Other,6.07,367952.69,382647
Lane,10/1/2019,Usable MJ,57.9,2985260.05,382647
Lane,10/1/2020,Concentrate/Extract,26.46,2116833.32,382647
Lane,10/1/2020,Edible/Tincture,9.48,773314.63,382647
Lane,10/1/2020,Industrial Hemp,0.03,2797.47,382647
Lane,10/1/2020,Industrial Hemp Commodity/Product,1.07,89828.15,382647
Lane,10/1/2020,Other,5.26,437909.9,382647
Lane,10/1/2020,Usable MJ,57.69,3955173.19,382647
Lane,10/1/2021,Concentrate/Extract,25.79,1989601.06,382647
Lane,10/1/2021,Edible/Tincture,11.19,869409.14,382647
Lane,10/1/2021,Industrial Hemp,0,280.41,382647
Lane,10/1/2021,Industrial Hemp Commodity/Product,1.09,86848.45,382647
Lane,10/1/2021,Inhalable Product with Non-Cannabis Additives,4.09,333229.27,382647
Lane,10/1/2021,Other,3.93,312304.91,382647
Lane,10/1/2021,Usable MJ,53.9,3381114.51,382647
Lane,11/1/2016,Concentrate/Extract,11.23,21122.34,382647
Lane,11/1/2016,Edible/Tincture,6.06,11682.65,382647
Lane,11/1/2016,Other,0.71,1217.79,382647
Lane,11/1/2016,Usable MJ,82,165038.15,382647
Lane,11/1/2017,Concentrate/Extract,28.11,874948.74,382647
Lane,11/1/2017,Edible/Tincture,9.26,329782.06,382647
Lane,11/1/2017,Other,1.93,64803.5,382647
Lane,11/1/2017,Usable MJ,60.7,2273545.79,382647
Lane,11/1/2018,Concentrate/Extract,28.24,1162922.38,382647
Lane,11/1/2018,Edible/Tincture,10.49,472594.19,382647
Lane,11/1/2018,Industrial Hemp,0.01,411.46,382647
Lane,11/1/2018,Industrial Hemp Commodity/Product,1.16,54643.18,382647
Lane,11/1/2018,Other,8.82,398175.11,382647
Lane,11/1/2018,Usable MJ,51.29,2404335.09,382647
Lane,11/1/2019,Concentrate/Extract,28.2,1566788.41,382647
Lane,11/1/2019,Edible/Tincture,9.62,549589.37,382647
Lane,11/1/2019,Industrial Hemp Commodity/Product,1.42,84637.95,382647
Lane,11/1/2019,Other,3.16,180886.38,382647
Lane,11/1/2019,Usable MJ,57.6,2843167.92,382647
Lane,11/1/2020,Concentrate/Extract,27.05,1958252.84,382647
Lane,11/1/2020,Edible/Tincture,9.88,728601.33,382647
Lane,11/1/2020,Industrial Hemp,0.03,1720.43,382647
Lane,11/1/2020,Industrial Hemp Commodity/Product,1.02,77715.15,382647
Lane,11/1/2020,Other,5.72,434628,382647
Lane,11/1/2020,Usable MJ,56.3,3421951.08,382647
Lane,11/1/2021,Concentrate/Extract,25.91,1809990.1,382647
Lane,11/1/2021,Edible/Tincture,11.95,837417.68,382647
Lane,11/1/2021,Industrial Hemp,0,160.07,382647
Lane,11/1/2021,Industrial Hemp Commodity/Product,1.13,81123.99,382647
Lane,11/1/2021,Inhalable Product with Non-Cannabis Additives,4.28,313457.85,382647
Lane,11/1/2021,Other,4.08,292441.95,382647
Lane,11/1/2021,Usable MJ,52.65,2980075.46,382647
Lane,1/1/2017,Concentrate/Extract,20.18,466640.66,382647
Lane,1/1/2017,Edible/Tincture,6.44,150790.85,382647
Lane,1/1/2017,Other,1.71,35087.61,382647
Lane,1/1/2017,Usable MJ,71.67,1962412.61,382647
Lane,1/1/2018,Concentrate/Extract,28.62,1011779.08,382647
Lane,1/1/2018,Edible/Tincture,8.53,314729.82,382647
Lane,1/1/2018,Other,1.99,71378.25,382647
Lane,1/1/2018,Usable MJ,60.85,2421470.51,382647
Lane,1/1/2019,Concentrate/Extract,27.92,1249621.28,382647
Lane,1/1/2019,Edible/Tincture,9.75,451751.01,382647
Lane,1/1/2019,Industrial Hemp,0.01,445.34,382647
Lane,1/1/2019,Industrial Hemp Commodity/Product,1.2,58621.43,382647
Lane,1/1/2019,Other,8.82,417655.32,382647
Lane,1/1/2019,Usable MJ,52.3,2521115.8,382647
Lane,1/1/2020,Concentrate/Extract,26.2,1476328.24,382647
Lane,1/1/2020,Edible/Tincture,9.19,538625.51,382647
Lane,1/1/2020,Industrial Hemp Commodity/Product,1.32,79624.97,382647
Lane,1/1/2020,Other,4.88,287853.1,382647
Lane,1/1/2020,Usable MJ,58.4,2922801.96,382647
Lane,1/1/2021,Concentrate/Extract,27.04,2198287.4,382647
Lane,1/1/2021,Edible/Tincture,9.79,815124.21,382647
Lane,1/1/2021,Industrial Hemp,0,51,382647
Lane,1/1/2021,Industrial Hemp Commodity/Product,1.07,91468.68,382647
Lane,1/1/2021,Other,6.07,517910.49,382647
Lane,1/1/2021,Usable MJ,56.03,3930279.21,382647
Lane,1/1/2022,Concentrate/Extract,25.46,1753413.21,382647
Lane,1/1/2022,Edible/Tincture,12.37,854133.4,382647
Lane,1/1/2022,Industrial Hemp,0.01,501.59,382647
Lane,1/1/2022,Industrial Hemp Commodity/Product,1.24,89644.97,382647
Lane,1/1/2022,Inhalable Product with Non-Cannabis Additives,4.36,313651.11,382647
Lane,1/1/2022,Other,3.7,259940.49,382647
Lane,1/1/2022,Usable MJ,52.86,2976845.28,382647
Lane,12/1/2016,Concentrate/Extract,13.86,52947.9,382647
Lane,12/1/2016,Edible/Tincture,7.7,33971.17,382647
Lane,12/1/2016,Other,1.57,5897.74,382647
Lane,12/1/2016,Usable MJ,76.86,358584.11,382647
Lane,12/1/2017,Concentrate/Extract,29.07,1029488.49,382647
Lane,12/1/2017,Edible/Tincture,9.23,352105.98,382647
Lane,12/1/2017,Other,2.12,74525.71,382647
Lane,12/1/2017,Usable MJ,59.58,2400417.39,382647
Lane,12/1/2018,Concentrate/Extract,28.16,1221051.95,382647
Lane,12/1/2018,Edible/Tincture,10.62,493726.11,382647
Lane,12/1/2018,Industrial Hemp,0.01,310.68,382647
Lane,12/1/2018,Industrial Hemp Commodity/Product,1.31,63232.94,382647
Lane,12/1/2018,Other,9.34,441140.11,382647
Lane,12/1/2018,Usable MJ,50.56,2455212.76,382647
Lane,12/1/2019,Concentrate/Extract,26.62,1464886.62,382647
Lane,12/1/2019,Edible/Tincture,10.16,578741.12,382647
Lane,12/1/2019,Industrial Hemp Commodity/Product,1.42,82897.08,382647
Lane,12/1/2019,Other,4.84,278602.49,382647
Lane,12/1/2019,Usable MJ,56.96,2768282.26,382647
Lane,12/1/2020,Concentrate/Extract,27.26,2107155.42,382647
Lane,12/1/2020,Edible/Tincture,10.26,808213.34,382647
Lane,12/1/2020,Industrial Hemp,0.01,761.51,382647
Lane,12/1/2020,Industrial Hemp Commodity/Product,1.07,86733.88,382647
Lane,12/1/2020,Other,5.79,468954.47,382647
Lane,12/1/2020,Usable MJ,55.62,3677261.66,382647
Lane,12/1/2021,Concentrate/Extract,26.22,1894101.51,382647
Lane,12/1/2021,Edible/Tincture,12.51,908508.38,382647
Lane,12/1/2021,Industrial Hemp,0,364.37,382647
Lane,12/1/2021,Industrial Hemp Commodity/Product,1.12,84183.11,382647
Lane,12/1/2021,Inhalable Product with Non-Cannabis Additives,4.25,324182.48,382647
Lane,12/1/2021,Other,3.95,291367.77,382647
Lane,12/1/2021,Usable MJ,51.95,3043271.84,382647
Lane,2/1/2017,Concentrate/Extract,20.92,532504.31,382647
Lane,2/1/2017,Edible/Tincture,6.87,181413.49,382647
Lane,2/1/2017,Other,2.36,57330.62,382647
Lane,2/1/2017,Usable MJ,69.85,2108261.21,382647
Lane,2/1/2018,Concentrate/Extract,29.37,1065322.46,382647
Lane,2/1/2018,Edible/Tincture,8.67,332303.67,382647
Lane,2/1/2018,Industrial Hemp Commodity/Product,0.02,754.03,382647
Lane,2/1/2018,Other,2.22,79419.71,382647
Lane,2/1/2018,Usable MJ,59.73,2424971.28,382647
Lane,2/1/2019,Concentrate/Extract,27.38,1200375.85,382647
Lane,2/1/2019,Edible/Tincture,9.71,435956.01,382647
Lane,2/1/2019,Industrial Hemp,0.01,194.14,382647
Lane,2/1/2019,Industrial Hemp Commodity/Product,1.34,64182.42,382647
Lane,2/1/2019,Other,8.76,404523.41,382647
Lane,2/1/2019,Usable MJ,52.8,2465523.8,382647
Lane,2/1/2020,Concentrate/Extract,26.75,1557637.52,382647
Lane,2/1/2020,Edible/Tincture,9.23,554097.65,382647
Lane,2/1/2020,Industrial Hemp Commodity/Product,1.21,74306.35,382647
Lane,2/1/2020,Other,5.04,300917.36,382647
Lane,2/1/2020,Usable MJ,57.77,2961293.71,382647
Lane,2/1/2021,Concentrate/Extract,26.65,1955344.31,382647
Lane,2/1/2021,Edible/Tincture,9.73,730550.59,382647
Lane,2/1/2021,Industrial Hemp Commodity/Product,1.06,82063.02,382647
Lane,2/1/2021,Other,6.05,465339.32,382647
Lane,2/1/2021,Usable MJ,56.5,3553893.36,382647
Lane,2/1/2022,Concentrate/Extract,25.03,1656982.39,382647
Lane,2/1/2022,Edible/Tincture,12.09,803478.22,382647
