county,date,product,marketshare,sales
Lake,3/1/2019,Other,11.97,11395.11
Lake,3/1/2019,Usable MJ,53.85,52030.58
Lake,3/1/2020,Concentrate/Extract,29.41,28044.21
Lake,3/1/2020,Edible/Tincture,7.41,6889.67
Lake,3/1/2020,Industrial Hemp Commodity/Product,0.59,538.25
Lake,3/1/2020,Other,4.21,4168.4
Lake,3/1/2020,Usable MJ,58.37,47568.79
Lake,3/1/2021,Concentrate/Extract,30.58,41201.59
Lake,3/1/2021,Edible/Tincture,9.18,12432.52
Lake,3/1/2021,Industrial Hemp Commodity/Product,0.97,1418.62
Lake,3/1/2021,Other,9.77,8849.7
Lake,3/1/2021,Usable MJ,49.51,56060.46
Lake,3/1/2022,Concentrate/Extract,33.52,36639.84
Lake,3/1/2022,Edible/Tincture,13.04,14061.33
Lake,3/1/2022,Industrial Hemp Commodity/Product,1.26,1485.63
Lake,3/1/2022,Inhalable Product with Non-Cannabis Additives,2.21,2470.87
Lake,3/1/2022,Other,2.79,2760.46
Lake,3/1/2022,Usable MJ,47.19,40674.09
Lake,4/1/2019,Concentrate/Extract,26.73,22281.53
Lake,4/1/2019,Edible/Tincture,5.43,4499.25
Lake,4/1/2019,Industrial Hemp Commodity/Product,0.9,695.5
Lake,4/1/2019,Other,10.35,8683.12
Lake,4/1/2019,Usable MJ,56.59,45485.47
Lake,4/1/2020,Concentrate/Extract,27.35,32238.79
Lake,4/1/2020,Edible/Tincture,6.03,6928.22
Lake,4/1/2020,Industrial Hemp Commodity/Product,0.34,394.5
Lake,4/1/2020,Other,4.64,5310.11
Lake,4/1/2020,Usable MJ,61.64,59094.59
Lake,4/1/2021,Concentrate/Extract,33.4,50348.54
Lake,4/1/2021,Edible/Tincture,7.73,11602.97
Lake,4/1/2021,Industrial Hemp Commodity/Product,0.54,885.53
Lake,4/1/2021,Inhalable Product with Non-Cannabis Additives,0.07,107.66
Lake,4/1/2021,Other,11.94,13416.15
Lake,4/1/2021,Usable MJ,46.32,58000.9
Lake,4/1/2022,Concentrate/Extract,33.67,39278.21
Lake,4/1/2022,Edible/Tincture,13.81,16667.37
Lake,4/1/2022,Industrial Hemp Commodity/Product,1.01,1291.59
Lake,4/1/2022,Inhalable Product with Non-Cannabis Additives,1.78,2188.62
Lake,4/1/2022,Other,4.09,4851.62
Lake,4/1/2022,Usable MJ,45.63,43405.97
Lake,5/1/2018,Concentrate/Extract,39.41,794.09
Lake,5/1/2018,Edible/Tincture,3.96,75.66
Lake,5/1/2018,Usable MJ,56.63,1236.25
Lake,5/1/2019,Concentrate/Extract,23.66,23501.81
Lake,5/1/2019,Edible/Tincture,5.62,5617.35
Lake,5/1/2019,Industrial Hemp Commodity/Product,1.3,1298.75
Lake,5/1/2019,Other,13.57,13500.52
Lake,5/1/2019,Usable MJ,55.85,51886.8
Lake,5/1/2020,Concentrate/Extract,29.1,38153.96
Lake,5/1/2020,Edible/Tincture,6.8,8843.88
Lake,5/1/2020,Industrial Hemp Commodity/Product,0.51,693
Lake,5/1/2020,Other,4.99,6597.61
Lake,5/1/2020,Usable MJ,58.59,63054.68
Lake,5/1/2021,Concentrate/Extract,32.32,47442.1
Lake,5/1/2021,Edible/Tincture,8.36,12662.99
Lake,5/1/2021,Industrial Hemp Commodity/Product,0.49,766.62
Lake,5/1/2021,Inhalable Product with Non-Cannabis Additives,0.44,665.3
Lake,5/1/2021,Other,6.93,8274.68
Lake,5/1/2021,Usable MJ,51.46,59769.51
Lake,6/1/2018,Concentrate/Extract,32.33,11793.56
Lake,6/1/2018,Edible/Tincture,9.15,3512.45
Lake,6/1/2018,Other,3.36,1365.49
Lake,6/1/2018,Usable MJ,55.17,22004.63
Lake,6/1/2019,Concentrate/Extract,23.56,24121.47
Lake,6/1/2019,Edible/Tincture,5.97,6505.44
Lake,6/1/2019,Industrial Hemp Commodity/Product,1.24,1365.6
Lake,6/1/2019,Other,13.4,14012.22
Lake,6/1/2019,Usable MJ,55.82,50964.68
Lake,6/1/2020,Concentrate/Extract,29.85,39570.62
Lake,6/1/2020,Edible/Tincture,7.66,10230.11
Lake,6/1/2020,Industrial Hemp Commodity/Product,0.61,837.98
Lake,6/1/2020,Other,2.97,4032.94
Lake,6/1/2020,Usable MJ,58.91,61787.35
Lake,6/1/2021,Concentrate/Extract,32.36,45435.1
Lake,6/1/2021,Edible/Tincture,8.56,12070.82
Lake,6/1/2021,Industrial Hemp Commodity/Product,0.47,704.55
Lake,6/1/2021,Inhalable Product with Non-Cannabis Additives,1.52,2198.66
Lake,6/1/2021,Other,5.92,6533.53
Lake,6/1/2021,Usable MJ,51.16,55480.65
Lake,7/1/2018,Concentrate/Extract,25.21,14798.57
Lake,7/1/2018,Edible/Tincture,9.8,6075.31
Lake,7/1/2018,Industrial Hemp Commodity/Product,1.02,708.4
Lake,7/1/2018,Other,10.52,6452.37
Lake,7/1/2018,Usable MJ,53.44,36311.69
Lake,7/1/2019,Concentrate/Extract,23.73,25756.71
Lake,7/1/2019,Edible/Tincture,5.63,6358.89
Lake,7/1/2019,Industrial Hemp Commodity/Product,0.6,704.14
Lake,7/1/2019,Other,12.04,13466.28
Lake,7/1/2019,Usable MJ,57.99,55305.52
Lake,7/1/2020,Concentrate/Extract,28.53,37947.51
Lake,7/1/2020,Edible/Tincture,6.75,8816.27
Lake,7/1/2020,Industrial Hemp Commodity/Product,0.68,922.63
Lake,7/1/2020,Other,5.78,7751.87
Lake,7/1/2020,Usable MJ,58.27,62116.45
Lake,7/1/2021,Concentrate/Extract,32.49,46047.55
Lake,7/1/2021,Edible/Tincture,8.75,12839.63
Lake,7/1/2021,Industrial Hemp Commodity/Product,0.47,663.98
Lake,7/1/2021,Inhalable Product with Non-Cannabis Additives,0.19,298.89
Lake,7/1/2021,Other,6.1,7260.68
Lake,7/1/2021,Usable MJ,52,59824.29
Lake,8/1/2018,Concentrate/Extract,25.2,19453.64
Lake,8/1/2018,Edible/Tincture,7.79,6477.4
Lake,8/1/2018,Industrial Hemp Commodity/Product,1.24,1133.78
Lake,8/1/2018,Other,9.71,7900.05
Lake,8/1/2018,Usable MJ,56.06,49363.72
Lake,8/1/2019,Concentrate/Extract,22.36,29079.58
Lake,8/1/2019,Edible/Tincture,5.86,7932.19
Lake,8/1/2019,Industrial Hemp Commodity/Product,0.52,740.6
Lake,8/1/2019,Other,12.57,17209.94
Lake,8/1/2019,Usable MJ,58.69,70068.13
Lake,8/1/2020,Concentrate/Extract,27.56,35401.89
Lake,8/1/2020,Edible/Tincture,8.08,10645.28
Lake,8/1/2020,Industrial Hemp Commodity/Product,0.31,421.6
Lake,8/1/2020,Other,6.55,8616.01
Lake,8/1/2020,Usable MJ,57.5,57346.53
Lake,8/1/2021,Concentrate/Extract,31.47,42419.78
Lake,8/1/2021,Edible/Tincture,9.51,13203.97
Lake,8/1/2021,Industrial Hemp Commodity/Product,0.69,1027.65
Lake,8/1/2021,Inhalable Product with Non-Cannabis Additives,0.59,704.29
Lake,8/1/2021,Other,5.65,6709.82
Lake,8/1/2021,Usable MJ,52.09,55671.15
Lake,9/1/2018,Concentrate/Extract,29.71,24225.7
Lake,9/1/2018,Edible/Tincture,7.47,6346.34
Lake,9/1/2018,Industrial Hemp Commodity/Product,1.56,1478.89
Lake,9/1/2018,Other,8.66,7888.68
Lake,9/1/2018,Usable MJ,52.6,49035.66
Lake,9/1/2019,Concentrate/Extract,22.09,27063.12
Lake,9/1/2019,Edible/Tincture,6.77,8600.95
Lake,9/1/2019,Industrial Hemp Commodity/Product,0.71,940.23
Lake,9/1/2019,Other,11.24,14311.97
Lake,9/1/2019,Usable MJ,59.19,67445.66
Lake,9/1/2020,Concentrate/Extract,31.36,40926.62
Lake,9/1/2020,Edible/Tincture,7.61,9809.25
Lake,9/1/2020,Industrial Hemp Commodity/Product,0.55,702.37
Lake,9/1/2020,Other,4.13,5476.45
Lake,9/1/2020,Usable MJ,56.36,58703.71
Lake,9/1/2021,Concentrate/Extract,31.7,42965.67
Lake,9/1/2021,Edible/Tincture,9.25,12806.67
Lake,9/1/2021,Industrial Hemp Commodity/Product,0.64,925.18
Lake,9/1/2021,Inhalable Product with Non-Cannabis Additives,1.43,1820.16
Lake,9/1/2021,Other,4.58,5253.62
Lake,9/1/2021,Usable MJ,52.4,54898.38
Lane,10/1/2016,Concentrate/Extract,23,9483.99
Lane,10/1/2016,Edible/Tincture,13.24,6203.84
Lane,10/1/2016,Other,1.41,701.81
Lane,10/1/2016,Usable MJ,62.35,30798.61
Lane,10/1/2017,Concentrate/Extract,26.44,863444.76
Lane,10/1/2017,Edible/Tincture,8.61,327662.04
Lane,10/1/2017,Other,1.76,61193.85
Lane,10/1/2017,Usable MJ,63.19,2559054.87
Lane,10/1/2018,Concentrate/Extract,27.34,1199474.38
Lane,10/1/2018,Edible/Tincture,9.74,465647.8
Lane,10/1/2018,Industrial Hemp,0.01,535.77
Lane,10/1/2018,Industrial Hemp Commodity/Product,1.11,55964.69
Lane,10/1/2018,Other,8.18,390411.97
Lane,10/1/2018,Usable MJ,53.62,2669448.2
Lane,10/1/2019,Concentrate/Extract,25.13,1440475.13
Lane,10/1/2019,Edible/Tincture,9.37,564848.92
Lane,10/1/2019,Industrial Hemp Commodity/Product,1.53,96374.94
Lane,10/1/2019,Other,6.07,367952.69
Lane,10/1/2019,Usable MJ,57.9,2985260.05
Lane,10/1/2020,Concentrate/Extract,26.46,2116833.32
Lane,10/1/2020,Edible/Tincture,9.48,773314.63
Lane,10/1/2020,Industrial Hemp,0.03,2797.47
Lane,10/1/2020,Industrial Hemp Commodity/Product,1.07,89828.15
Lane,10/1/2020,Other,5.26,437909.9
Lane,10/1/2020,Usable MJ,57.69,3955173.19
Lane,10/1/2021,Concentrate/Extract,25.79,1989601.06
Lane,10/1/2021,Edible/Tincture,11.19,869409.14
Lane,10/1/2021,Industrial Hemp,0,280.41
Lane,10/1/2021,Industrial Hemp Commodity/Product,1.09,86848.45
Lane,10/1/2021,Inhalable Product with Non-Cannabis Additives,4.09,333229.27
Lane,10/1/2021,Other,3.93,312304.91
Lane,10/1/2021,Usable MJ,53.9,3381114.51
Lane,11/1/2016,Concentrate/Extract,11.23,21122.34
Lane,11/1/2016,Edible/Tincture,6.06,11682.65
Lane,11/1/2016,Other,0.71,1217.79
Lane,11/1/2016,Usable MJ,82,165038.15
Lane,11/1/2017,Concentrate/Extract,28.11,874948.74
Lane,11/1/2017,Edible/Tincture,9.26,329782.06
Lane,11/1/2017,Other,1.93,64803.5
Lane,11/1/2017,Usable MJ,60.7,2273545.79
Lane,11/1/2018,Concentrate/Extract,28.24,1162922.38
Lane,11/1/2018,Edible/Tincture,10.49,472594.19
Lane,11/1/2018,Industrial Hemp,0.01,411.46
Lane,11/1/2018,Industrial Hemp Commodity/Product,1.16,54643.18
Lane,11/1/2018,Other,8.82,398175.11
Lane,11/1/2018,Usable MJ,51.29,2404335.09
Lane,11/1/2019,Concentrate/Extract,28.2,1566788.41
Lane,11/1/2019,Edible/Tincture,9.62,549589.37
Lane,11/1/2019,Industrial Hemp Commodity/Product,1.42,84637.95
Lane,11/1/2019,Other,3.16,180886.38
Lane,11/1/2019,Usable MJ,57.6,2843167.92
Lane,11/1/2020,Concentrate/Extract,27.05,1958252.84
Lane,11/1/2020,Edible/Tincture,9.88,728601.33
Lane,11/1/2020,Industrial Hemp,0.03,1720.43
Lane,11/1/2020,Industrial Hemp Commodity/Product,1.02,77715.15
Lane,11/1/2020,Other,5.72,434628
Lane,11/1/2020,Usable MJ,56.3,3421951.08
Lane,11/1/2021,Concentrate/Extract,25.91,1809990.1
Lane,11/1/2021,Edible/Tincture,11.95,837417.68
Lane,11/1/2021,Industrial Hemp,0,160.07
Lane,11/1/2021,Industrial Hemp Commodity/Product,1.13,81123.99
Lane,11/1/2021,Inhalable Product with Non-Cannabis Additives,4.28,313457.85
Lane,11/1/2021,Other,4.08,292441.95
Lane,11/1/2021,Usable MJ,52.65,2980075.46
Lane,1/1/2017,Concentrate/Extract,20.18,466640.66
Lane,1/1/2017,Edible/Tincture,6.44,150790.85
Lane,1/1/2017,Other,1.71,35087.61
Lane,1/1/2017,Usable MJ,71.67,1962412.61
Lane,1/1/2018,Concentrate/Extract,28.62,1011779.08
Lane,1/1/2018,Edible/Tincture,8.53,314729.82
Lane,1/1/2018,Other,1.99,71378.25
Lane,1/1/2018,Usable MJ,60.85,2421470.51
Lane,1/1/2019,Concentrate/Extract,27.92,1249621.28
Lane,1/1/2019,Edible/Tincture,9.75,451751.01
Lane,1/1/2019,Industrial Hemp,0.01,445.34
Lane,1/1/2019,Industrial Hemp Commodity/Product,1.2,58621.43
Lane,1/1/2019,Other,8.82,417655.32
Lane,1/1/2019,Usable MJ,52.3,2521115.8
Lane,1/1/2020,Concentrate/Extract,26.2,1476328.24
Lane,1/1/2020,Edible/Tincture,9.19,538625.51
Lane,1/1/2020,Industrial Hemp Commodity/Product,1.32,79624.97
Lane,1/1/2020,Other,4.88,287853.1
Lane,1/1/2020,Usable MJ,58.4,2922801.96
Lane,1/1/2021,Concentrate/Extract,27.04,2198287.4
Lane,1/1/2021,Edible/Tincture,9.79,815124.21
Lane,1/1/2021,Industrial Hemp,0,51
Lane,1/1/2021,Industrial Hemp Commodity/Product,1.07,91468.68
Lane,1/1/2021,Other,6.07,517910.49
Lane,1/1/2021,Usable MJ,56.03,3930279.21
Lane,1/1/2022,Concentrate/Extract,25.46,1753413.21
Lane,1/1/2022,Edible/Tincture,12.37,854133.4
Lane,1/1/2022,Industrial Hemp,0.01,501.59
Lane,1/1/2022,Industrial Hemp Commodity/Product,1.24,89644.97
Lane,1/1/2022,Inhalable Product with Non-Cannabis Additives,4.36,313651.11
Lane,1/1/2022,Other,3.7,259940.49
Lane,1/1/2022,Usable MJ,52.86,2976845.28
Lane,12/1/2016,Concentrate/Extract,13.86,52947.9
Lane,12/1/2016,Edible/Tincture,7.7,33971.17
Lane,12/1/2016,Other,1.57,5897.74
Lane,12/1/2016,Usable MJ,76.86,358584.11
Lane,12/1/2017,Concentrate/Extract,29.07,1029488.49
Lane,12/1/2017,Edible/Tincture,9.23,352105.98
Lane,12/1/2017,Other,2.12,74525.71
Lane,12/1/2017,Usable MJ,59.58,2400417.39
Lane,12/1/2018,Concentrate/Extract,28.16,1221051.95
Lane,12/1/2018,Edible/Tincture,10.62,493726.11
Lane,12/1/2018,Industrial Hemp,0.01,310.68
Lane,12/1/2018,Industrial Hemp Commodity/Product,1.31,63232.94
Lane,12/1/2018,Other,9.34,441140.11
Lane,12/1/2018,Usable MJ,50.56,2455212.76
Lane,12/1/2019,Concentrate/Extract,26.62,1464886.62
Lane,12/1/2019,Edible/Tincture,10.16,578741.12
Lane,12/1/2019,Industrial Hemp Commodity/Product,1.42,82897.08
Lane,12/1/2019,Other,4.84,278602.49
Lane,12/1/2019,Usable MJ,56.96,2768282.26
Lane,12/1/2020,Concentrate/Extract,27.26,2107155.42
Lane,12/1/2020,Edible/Tincture,10.26,808213.34
Lane,12/1/2020,Industrial Hemp,0.01,761.51
Lane,12/1/2020,Industrial Hemp Commodity/Product,1.07,86733.88
Lane,12/1/2020,Other,5.79,468954.47
Lane,12/1/2020,Usable MJ,55.62,3677261.66
Lane,12/1/2021,Concentrate/Extract,26.22,1894101.51
Lane,12/1/2021,Edible/Tincture,12.51,908508.38
Lane,12/1/2021,Industrial Hemp,0,364.37
Lane,12/1/2021,Industrial Hemp Commodity/Product,1.12,84183.11
Lane,12/1/2021,Inhalable Product with Non-Cannabis Additives,4.25,324182.48
Lane,12/1/2021,Other,3.95,291367.77
Lane,12/1/2021,Usable MJ,51.95,3043271.84
Lane,2/1/2017,Concentrate/Extract,20.92,532504.31
Lane,2/1/2017,Edible/Tincture,6.87,181413.49
Lane,2/1/2017,Other,2.36,57330.62
Lane,2/1/2017,Usable MJ,69.85,2108261.21
Lane,2/1/2018,Concentrate/Extract,29.37,1065322.46
Lane,2/1/2018,Edible/Tincture,8.67,332303.67
Lane,2/1/2018,Industrial Hemp Commodity/Product,0.02,754.03
Lane,2/1/2018,Other,2.22,79419.71
Lane,2/1/2018,Usable MJ,59.73,2424971.28
Lane,2/1/2019,Concentrate/Extract,27.38,1200375.85
Lane,2/1/2019,Edible/Tincture,9.71,435956.01
Lane,2/1/2019,Industrial Hemp,0.01,194.14
Lane,2/1/2019,Industrial Hemp Commodity/Product,1.34,64182.42
Lane,2/1/2019,Other,8.76,404523.41
Lane,2/1/2019,Usable MJ,52.8,2465523.8
Lane,2/1/2020,Concentrate/Extract,26.75,1557637.52
Lane,2/1/2020,Edible/Tincture,9.23,554097.65
Lane,2/1/2020,Industrial Hemp Commodity/Product,1.21,74306.35
Lane,2/1/2020,Other,5.04,300917.36
Lane,2/1/2020,Usable MJ,57.77,2961293.71
Lane,2/1/2021,Concentrate/Extract,26.65,1955344.31
Lane,2/1/2021,Edible/Tincture,9.73,730550.59
Lane,2/1/2021,Industrial Hemp Commodity/Product,1.06,82063.02
Lane,2/1/2021,Other,6.05,465339.32
Lane,2/1/2021,Usable MJ,56.5,3553893.36
Lane,2/1/2022,Concentrate/Extract,25.03,1656982.39
Lane,2/1/2022,Edible/Tincture,12.09,803478.22
Lane,2/1/2022,Industrial Hemp,0.01,467.25
Lane,2/1/2022,Industrial Hemp Commodity/Product,1.18,82261.3
Lane,2/1/2022,Inhalable Product with Non-Cannabis Additives,4.59,316849.53
Lane,2/1/2022,Other,3.94,265850.22
Lane,2/1/2022,Usable MJ,53.16,2876391.97
Lane,3/1/2017,Concentrate/Extract,21.17,647315.15
Lane,3/1/2017,Edible/Tincture,7.98,262753.69
Lane,3/1/2017,Other,2.12,62637.86
Lane,3/1/2017,Usable MJ,68.72,2480403.39
Lane,3/1/2018,Concentrate/Extract,30.12,1301257.4
Lane,3/1/2018,Edible/Tincture,8.97,405685.72
Lane,3/1/2018,Industrial Hemp Commodity/Product,0.16,7783.36
Lane,3/1/2018,Other,2.74,115857.67
Lane,3/1/2018,Usable MJ,58.02,2772965.39
Lane,3/1/2019,Concentrate/Extract,27.39,1466657.38
Lane,3/1/2019,Edible/Tincture,9.78,536460.27
Lane,3/1/2019,Industrial Hemp,0,49.26
Lane,3/1/2019,Industrial Hemp Commodity/Product,1.35,78703.66
Lane,3/1/2019,Other,9.34,522526.81
Lane,3/1/2019,Usable MJ,52.14,2933365.78
Lane,3/1/2020,Concentrate/Extract,25.53,1785104.46
Lane,3/1/2020,Edible/Tincture,10.08,711300.18
Lane,3/1/2020,Industrial Hemp Commodity/Product,1.15,83949.68
Lane,3/1/2020,Other,4.97,353497.16
Lane,3/1/2020,Usable MJ,58.27,3604630.15
Lane,3/1/2021,Concentrate/Extract,25.96,2308165.18
Lane,3/1/2021,Edible/Tincture,9.93,897997
Lane,3/1/2021,Industrial Hemp,0,18
Lane,3/1/2021,Industrial Hemp Commodity/Product,1.09,102345.57
Lane,3/1/2021,Other,7.16,665687.76
Lane,3/1/2021,Usable MJ,55.86,4242605.84
Lane,3/1/2022,Concentrate/Extract,25.2,1852679.6
Lane,3/1/2022,Edible/Tincture,12.13,890780.84
Lane,3/1/2022,Industrial Hemp,0,49.13
Lane,3/1/2022,Industrial Hemp Commodity/Product,1.22,93792.98
Lane,3/1/2022,Inhalable Product with Non-Cannabis Additives,4.69,357548.53
Lane,3/1/2022,Other,4.17,310342.31
Lane,3/1/2022,Usable MJ,52.6,3130876.36
Lane,4/1/2017,Concentrate/Extract,21.29,674788.98
Lane,4/1/2017,Edible/Tincture,7.93,277815.53
Lane,4/1/2017,Other,2.43,77449.91
Lane,4/1/2017,Usable MJ,68.35,2601783.2
Lane,4/1/2018,Concentrate/Extract,29.86,1274227.2
Lane,4/1/2018,Edible/Tincture,9.18,418586.68
Lane,4/1/2018,Industrial Hemp Commodity/Product,0.35,17465.52
Lane,4/1/2018,Other,3.58,148959.22
Lane,4/1/2018,Usable MJ,57.02,2708643.06
Lane,4/1/2019,Concentrate/Extract,27.78,1505694.65
Lane,4/1/2019,Edible/Tincture,9.76,540972.06
Lane,4/1/2019,Industrial Hemp Commodity/Product,1.31,77092.67
Lane,4/1/2019,Other,8.97,503317.81
Lane,4/1/2019,Usable MJ,52.18,2719784.52
Lane,4/1/2020,Concentrate/Extract,25.33,1850927.64
Lane,4/1/2020,Edible/Tincture,9.05,664014.69
Lane,4/1/2020,Industrial Hemp,0.01,719.49
Lane,4/1/2020,Industrial Hemp Commodity/Product,1.01,77272.56
Lane,4/1/2020,Other,5.82,434682.39
Lane,4/1/2020,Usable MJ,58.77,3768823.74
Lane,4/1/2021,Concentrate/Extract,25.11,2292170.66
Lane,4/1/2021,Edible/Tincture,10.12,930634.28
Lane,4/1/2021,Industrial Hemp Commodity/Product,1.09,103027.77
Lane,4/1/2021,Inhalable Product with Non-Cannabis Additives,2.37,231575.52
Lane,4/1/2021,Other,5.27,497325.44
Lane,4/1/2021,Usable MJ,56.04,4361530.45
Lane,4/1/2022,Concentrate/Extract,24.41,1839591.55
Lane,4/1/2022,Edible/Tincture,13.38,1009127.46
Lane,4/1/2022,Industrial Hemp,0,187.12
Lane,4/1/2022,Industrial Hemp Commodity/Product,1.15,90599.83
Lane,4/1/2022,Inhalable Product with Non-Cannabis Additives,4.44,351210.44
Lane,4/1/2022,Other,4.68,355831.28
Lane,4/1/2022,Usable MJ,51.93,3188983.61
Lane,5/1/2017,Concentrate/Extract,20.96,686220.49
Lane,5/1/2017,Edible/Tincture,7.75,275904.74
Lane,5/1/2017,Other,3.34,113156.44
Lane,5/1/2017,Usable MJ,67.95,2636863.86
Lane,5/1/2018,Concentrate/Extract,28.97,1261792.72
Lane,5/1/2018,Edible/Tincture,9.52,443085.35
Lane,5/1/2018,Industrial Hemp,0.01,687.47
Lane,5/1/2018,Industrial Hemp Commodity/Product,0.63,31211.68
Lane,5/1/2018,Other,4.86,208985.81
Lane,5/1/2018,Usable MJ,56.01,2701172.11
Lane,5/1/2019,Concentrate/Extract,26.12,1465971.64
Lane,5/1/2019,Edible/Tincture,9.27,541025.19
Lane,5/1/2019,Industrial Hemp Commodity/Product,1.28,78482.25
Lane,5/1/2019,Other,10.29,607400.08
Lane,5/1/2019,Usable MJ,53.03,2758697.91
Lane,5/1/2020,Concentrate/Extract,25.4,2101323.47
Lane,5/1/2020,Edible/Tincture,8.92,749747.94
Lane,5/1/2020,Industrial Hemp,0.02,1442.06
Lane,5/1/2020,Industrial Hemp Commodity/Product,1.08,93384.7
Lane,5/1/2020,Other,5.94,510518.43
Lane,5/1/2020,Usable MJ,58.64,4208422.15
Lane,5/1/2021,Concentrate/Extract,24.67,2131435.68
Lane,5/1/2021,Edible/Tincture,10.06,885205.78
Lane,5/1/2021,Industrial Hemp Commodity/Product,1.04,94192.76
Lane,5/1/2021,Inhalable Product with Non-Cannabis Additives,3.31,306291.31
Lane,5/1/2021,Other,4.9,439903.43
Lane,5/1/2021,Usable MJ,56.02,3987105.02
Lane,6/1/2017,Concentrate/Extract,21.68,749275.64
Lane,6/1/2017,Edible/Tincture,7.71,299674.85
Lane,6/1/2017,Other,2.83,102977.98
Lane,6/1/2017,Usable MJ,67.78,2765543.37
Lane,6/1/2018,Concentrate/Extract,29.06,1341468.24
Lane,6/1/2018,Edible/Tincture,9.77,479918.41
Lane,6/1/2018,Industrial Hemp,0.01,730.88
Lane,6/1/2018,Industrial Hemp Commodity/Product,0.74,38947.07
Lane,6/1/2018,Other,4.06,193902.63
Lane,6/1/2018,Usable MJ,56.35,2835093.68
Lane,6/1/2019,Concentrate/Extract,25.14,1444653.87
Lane,6/1/2019,Edible/Tincture,9.14,544239.96
Lane,6/1/2019,Industrial Hemp Commodity/Product,1.42,88191.69
Lane,6/1/2019,Other,9.57,577100.53
Lane,6/1/2019,Usable MJ,54.73,2825242.5
Lane,6/1/2020,Concentrate/Extract,25.19,2038521.02
Lane,6/1/2020,Edible/Tincture,8.96,740336.27
Lane,6/1/2020,Industrial Hemp,0.01,718.78
Lane,6/1/2020,Industrial Hemp Commodity/Product,0.98,82888.56
Lane,6/1/2020,Other,4.94,414434.66
Lane,6/1/2020,Usable MJ,59.92,4136642.28
Lane,6/1/2021,Concentrate/Extract,24.26,1946663.14
Lane,6/1/2021,Edible/Tincture,10.45,860923.37
Lane,6/1/2021,Industrial Hemp Commodity/Product,1.09,91615.14
Lane,6/1/2021,Inhalable Product with Non-Cannabis Additives,3.71,321419.68
Lane,6/1/2021,Other,4.35,365968.09
Lane,6/1/2021,Usable MJ,56.14,3753171.02
Lane,7/1/2017,Concentrate/Extract,22.68,820519.07
Lane,7/1/2017,Edible/Tincture,8.23,346645.71
Lane,7/1/2017,Other,1.68,65681.79
Lane,7/1/2017,Usable MJ,67.41,2944163.89
Lane,7/1/2018,Concentrate/Extract,29.6,1409420.24
Lane,7/1/2018,Edible/Tincture,9.88,499560.27
Lane,7/1/2018,Industrial Hemp,0.02,938
Lane,7/1/2018,Industrial Hemp Commodity/Product,0.82,43593.12
Lane,7/1/2018,Other,3.76,188746.57
Lane,7/1/2018,Usable MJ,55.92,2863447.8
Lane,7/1/2019,Concentrate/Extract,25.12,1566171.01
Lane,7/1/2019,Edible/Tincture,8.85,570944.9
Lane,7/1/2019,Industrial Hemp Commodity/Product,1.5,101509.48
Lane,7/1/2019,Other,8.78,575161.31
Lane,7/1/2019,Usable MJ,55.75,3062636.45
Lane,7/1/2020,Concentrate/Extract,25.17,2153883.8
Lane,7/1/2020,Edible/Tincture,9.01,777974.27
Lane,7/1/2020,Industrial Hemp,0.01,849.59
Lane,7/1/2020,Industrial Hemp Commodity/Product,1,90234.61
Lane,7/1/2020,Other,4.73,417150.32
Lane,7/1/2020,Usable MJ,60.09,4337279.43
Lane,7/1/2021,Concentrate/Extract,24.79,2066540.96
Lane,7/1/2021,Edible/Tincture,10.43,883382.13
Lane,7/1/2021,Industrial Hemp Commodity/Product,1.08,95998.4
Lane,7/1/2021,Inhalable Product with Non-Cannabis Additives,3.72,330197.47
Lane,7/1/2021,Other,3.82,328367.55
Lane,7/1/2021,Usable MJ,56.17,3873749.64
Lane,8/1/2017,Concentrate/Extract,23.24,940344.16
Lane,8/1/2017,Edible/Tincture,7.96,356329.98
Lane,8/1/2017,Other,1.53,63066.89
Lane,8/1/2017,Usable MJ,67.27,3124656.01
Lane,8/1/2018,Concentrate/Extract,29.1,1441295.39
Lane,8/1/2018,Edible/Tincture,9.57,498954.57
Lane,8/1/2018,Industrial Hemp,0.02,1019.87
Lane,8/1/2018,Industrial Hemp Commodity/Product,0.79,43705.07
Lane,8/1/2018,Other,4.91,250060.1
Lane,8/1/2018,Usable MJ,55.61,2945119.97
Lane,8/1/2019,Concentrate/Extract,24.4,1565814.2
Lane,8/1/2019,Edible/Tincture,8.4,558557.09
Lane,8/1/2019,Industrial Hemp Commodity/Product,1.63,113924.15
Lane,8/1/2019,Other,8.87,601654.36
Lane,8/1/2019,Usable MJ,56.69,3205573.18
Lane,8/1/2020,Concentrate/Extract,24.9,2039906.81
Lane,8/1/2020,Edible/Tincture,8.78,731625.09
Lane,8/1/2020,Industrial Hemp,0.02,1982.12
Lane,8/1/2020,Industrial Hemp Commodity/Product,1.08,93604.84
Lane,8/1/2020,Other,4.97,421796.16
Lane,8/1/2020,Usable MJ,60.25,4186425.25
Lane,8/1/2021,Concentrate/Extract,24.44,1980688.82
Lane,8/1/2021,Edible/Tincture,10.7,869707.46
Lane,8/1/2021,Industrial Hemp Commodity/Product,1.06,87154.52
Lane,8/1/2021,Inhalable Product with Non-Cannabis Additives,4.03,347308.05
Lane,8/1/2021,Other,3.55,295392.67
Lane,8/1/2021,Usable MJ,56.22,3740455.4
Lane,9/1/2017,Concentrate/Extract,23.6,897961.11
